,author,title,datepublished,isbn13,Title,Author,PublishedDate,ISBN13
0,,,,,Bel Mooney's Somerset,['Bel Mooney'],2012,9781448209811
1,,,,,The Windsurf Boy,['Bel Mooney'],2013,9781448211258
2,,,,,Bel Mooney Pack 1,['Bel Mooney'],2003,9781844216291
3,,,,,The Fourth of July,['Bel Mooney'],2013,9781448210909
4,,,,,Bel Mooney's Lifelines,['Bel Mooney'],2015,9781849549684
5,,,,,The Year of the Child,['Bel Mooney'],2013,9781448211265
6,,,,,Bel Mooney: Pack 3,['Bel Mooney'],2003,9781844216314
7,,,,,Lost Footsteps,['Bel Mooney'],2012,9781448209828
8,,,,,The Anderson Question,['Bel Mooney'],2012,9781448210534
9,,,,,A Small Dog Saved My Life,['Bel Mooney'],2011,9780007427222
10,,,,,"Oh, Kitty!","['Bel Mooney', 'Margaret Chamberlain']",2008,9781405240420
11,,,,,I Can't Find It!,['Bel Mooney'],2002,9780749748258
12,,,,,Small Dogs Can Save Your Life,['Bel Mooney'],2010,9780007318704
13,,,,,Goodbye Pet & See You in Heaven,['Bel Mooney'],2016,9781785901546
14,,,,,Intimate Letters,['Bel Mooney'],1997,9780316640565
15,,,,,The Voices of Silence,['Bel Mooney'],1998,9780440227588
16,,,,,Who Loves Mr. Tubs?,['Bel Mooney'],2016,9781405282055
17,,,,,You Never Did Learn to Knock,['Bel Mooney'],2006,9780753458778
18,,,,,Mr Tubs is Lost!,"['Bel Mooney', 'Margaret Chamberlain']",2004,9781405205863
19,,,,,Sleuth,['Philip Mould'],2011,9780007319152
20,,,,,The Art Detective,['Philip Mould'],2010,9781101434802
21,,,,,The Trail of Lot 163,['Philip Mould'],1997,9781857025231
22,,,,,"Understanding Show, Don't Tell: And Really Getting It",['Janice Hardy'],2016,9780991536436
23,,,,,Understanding Conflict: (And What It Really Means),['Janice Hardy'],2017,9780991536481
24,,,,,Revising Your Novel: First Draft to Finished Draft: A Step-By-Step Guide to Revising Your Novel,['Janice Hardy'],2016,9780991536450
25,,,,,The Healing Wars: Book III: Darkfall,['Janice Hardy'],2011,9780062093349
26,,,,,Plannng Your Novel,['Janice Hardy'],2014,9780991536412
27,,,,,"Blue Fire (The Healing Wars, Book 2)",['Janice Hardy'],2011,9780007352401
28,,,,,Planning Your Novel: Ideas and Structure Workbook: A Companion Book to Planning Your Novel: Ideas and Structure,['Janice Hardy'],2016,9780991536429
29,,,,,The Healing Wars: Book II: Blue Fire,['Janice Hardy'],2010,9780062012708
30,,,,,The Healing Wars: Book I: The Shifter,['Janice Hardy'],2009,9780061949579
31,,,,,Fixing Your Character and Point of View Problems: Revising Your Novel: Book One,['Janice Hardy'],2018,9781948305914
32,,,,,The Pain Merchants,['Janice Hardy'],2010,9780007326792
33,,,,,Fixing Your Setting and Description Problems,['Janice Hardy'],2018,9781948305952
34,,,,,Shifter #2,['Janice Hardy'],2010,9780061761782
35,,,,,Revising Your Novel,['Janice Hardy'],2016,9781386579182
36,,,,,Fixing Your Plot and Story Structure Problems,['Janice Hardy'],2018,9781948305938
37,,,,,"Darkfall (The Healing Wars, Book 3)",['Janice Hardy'],2013,9780007550951
38,,,,,Blood Ties,['Janice Hardy'],2018,9781948305990
39,,,,,The Mills & Boon Ultimate Christmas Collection,"['Rebecca Raisin', 'Sharon Kendrick', 'Maisey Yates', 'Michelle Smart', 'Lynne Graham', 'Scarlet Wilson', 'Tina Beckett', 'Louisa George', 'Catherine Mann', 'Kat Cantrell', 'Sophie Pembroke', 'Jules Bennett', 'Kate Hardy', 'Denise Lynn', 'Sue MacKay', 'Amanda McCabe', 'Olivia Miles', 'Sarah Morgan', ""Annie O'Neil"", 'Janice Preston', 'Alison Roberts', 'Cathy Gillen Thacker', 'Rachael Thomas', 'Liz Tyner', 'Tawny Weber', 'Maggie Conway']",2018,9781474095891
40,,,,,The Finding Forever And Secrets And Seduction Collection,"['Caroline Anderson', 'Carol Marinelli', 'Margaret McDonagh', 'Anne Fraser', 'Alison Roberts', 'Kate Hardy', 'Maggie Kingsley', 'Sarah Morgan', 'Josie Metcalfe', 'Jennifer Taylor', 'Sarah M. Anderson', 'Kat Cantrell', 'HelenKay Dimon', 'Brenda Jackson', 'Abby Kendrick', 'Andrea Laurence', 'Catherine Mann', 'Janice Maynard', 'Abby Milburne', 'Reese Ryan', 'Gill Sanderson', 'Abby Schield', 'Abby Williams', 'Rachael Stewart', 'Naima Simone']",2022,9780008926182
41,,,,,"Predictably Irrational, Revised",['Dan Ariely'],2010,9780062018205
42,,,,,Payoff,['Dan Ariely'],2016,9781501120046
43,,,,,"Predictably Irrational, Revised and Expanded Edition",['Dan Ariely'],2010,9780061353246
44,,,,,Dollars and Sense,"['Dr. Dan Ariely', 'Jeff Kreisler']",2017,9780062651228
45,,,,,Amazing Decisions,['Dan Ariely'],2019,9781466899544
46,,,,,Predictably Irrational,['Dan Ariely'],2008,9780061353239
47,,,,,The Upside of Irrationality (Enhanced Edition),['Dr. Dan Ariely'],2010,9780062070036
48,,,,,The Irrational Bundle,['Dr. Dan Ariely'],2013,9780062288745
49,,,,,The Honest Truth About Dishonesty,['Dan Ariely'],2013,9780062183613
50,,,,,The (Honest) Truth About Dishonesty: How We Lie to Everyone – Especially Ourselves,['Dan Ariely'],2012,9780007477340
51,,,,,The Upside of Irrationality,['Dr. Dan Ariely'],2011,9780062086440
52,,,,,The Upside of Irrationality,['Dan Ariely'],2011,9780007431816
53,,,,,Small Change,"['Dan Ariely', 'Jeff Kreisler']",2018,9781509864676
54,,,,,Irrationally Yours,['Dr. Dan Ariely'],2015,9780062380012
55,,,,,Behavioural Economics Saved My Dog,['Dan Ariely'],2015,9781780748177
56,,,,,A Taste of Irrationality,['Dr. Dan Ariely'],2010,9780062060402
57,,,,,The Upside of Irrationality,['Dan Ariely'],2011,9780061995040
58,,,,,Misbelief,['Dan Ariely'],2023,9780063347151
59,,,,,Small Change,"['Dan Ariely', 'Jeff Kreisler']",2017,9781509864652
60,,,,,TED Books Box Set: The Business Mind,"['Dan Ariely', 'Margaret Heffernan', 'Barry Schwartz']",2016,9781501161766
61,,,,,MILA 2.0,['Debra Driza'],2013,9780062090386
62,,,,,MILA 2.0: Origins: The Fire,['Debra Driza'],2013,9780062262936
63,,,,,MILA 2.0: Renegade,['Debra Driza'],2014,9780062090416
64,,,,,MILA 2.0: Redemption,['Debra Driza'],2016,9780062090447
65,,,,,Mila Two Point Zero,['Debra Driza'],2013,9780062090362
66,,,,,Mila 2.0,['Debra Driza'],2016,9786067585537
67,,,,,Mila 2.0 T01,['Debra Driza'],2014,9782809440652
68,,,,,Mila 2.0,['Debra Driza'],2016,9786067586930
69,,,,,Mila deux point zéro,['Debra Driza'],2014,9782809436525
70,,,,,Reclaimed,['Madeleine Roux'],2021,9780451491855
71,,,,,Asylum,['Madeleine Roux'],2013,9780007538256
72,,,,,Catacomb,['Madeleine Roux'],2015,9780062364074
73,,,,,Salvaged,['Madeleine Roux'],2019,9780451491831
74,,,,,Tomb of Ancients,['Madeleine Roux'],2019,9780062498748
75,,,,,The Book of Living Secrets,['Madeleine Roux'],2022,9780062941435
76,,,,,House of Furies,['Madeleine Roux'],2017,9780062498601
77,,,,,The Proposition,['Madeleine Roux'],2022,9780593499375
78,,,,,The Bone Artists,['Madeleine Roux'],2015,9780062367280
79,,,,,The Bees,['Laline Paull'],2014,9781443433600
80,,,,,The Ice,['Laline Paull'],2018,9780007557776
81,,,,,Pod,['Laline Paull'],2023,9781472156624
82,,,,,Pod,['Laline Paull'],2023,9781639363728
83,,,,,The Bees,['Laline Paull'],2015,9780007557745
84,,,,,Jeff Kowatch,"['C. Laline Paull', 'Audrey Bazin', 'Melissa Mathison']",2009,9789090237015
85,,,,,Die Bienen,['Laline Paull'],2016,9783426304785
86,,,,,Las abejas,['Laline Paull'],2014,9788415709626
87,,,,,Das Eis,['Laline Paull'],2018,9783608110463
88,,,,,Bees. La fortezza delle api,['Laline Paull'],2015,9788869183744
89,,,,,The Book of Love,['Fionnuala Kearney'],2018,9780007594023
90,,,,,The Day I Lost You,['Fionnuala Kearney'],2016,9780007594009
91,,,,,"You, Me and Other People",['Fionnuala Kearney'],2015,9780007593989
92,,,,,"Du, jag och alla andra",['Fionnuala Kearney'],2015,9789187783630
93,,,,,Wir zwei ein Leben lang,['Fionnuala Kearney'],2021,9783365000663
94,,,,,Weil das Herz nicht vergisst,['Fionnuala Kearney'],2021,9783959675932
95,,,,,Noi due e gli altri,['Fionnuala Kearney'],2015,9788854512054
96,,,,,Als ich dich verlor,['Fionnuala Kearney'],2020,9783492986519
97,,,,,Du und ich und andere Leute,['Fionnuala Kearney'],2015,9783827077790
98,,,,,The Gallery of Miracles and Madness,['Charlie English'],2021,9780525512066
99,,,,,The Storied City,['Charlie English'],2018,9781594634291
100,,,,,The Snow Tourist,['Charlie English'],2013,9781846275586
101,,,,,The Book Smugglers of Timbuktu,['Charlie English'],2018,9780008126650
102,,,,,The Gallery of Miracles and Madness,['CHARLIE. ENGLISH'],2022,9780008299668
103,,,,,In a Manner of Speaking,['Charlie Haylock'],2017,9781445663838
104,,,,,Lost in Translation,['Charlie Croker'],2011,9781843177456
105,,,,,Still Lost in Translation,['Charlie Croker'],2008,9781407007489
106,,,,,Utterly Lost in Translation - Even More Misadventures in English Abroad,['Charlie Croker'],2015,9781784186821
107,,,,,Skymeadow,['Charlie Hart'],2018,9781472128751
108,,,,,The CIA Book Club,['Charlie English'],2024,9780008495138
109,,,,,How to Be a Sister Without Losing Your Mind,['Charlie Hart'],2017,9780451532992
110,,,,,Das Buch vom Schnee,['Charlie English'],2014,9783954030637
111,,,,,A Sense of English,['Charlie De Wirtz'],2007,9780954608842
112,,,,,Løst in Träns̆latio[pi],['Charlie Croker'],2006,9781843172086
113,,,,,Invest Like a Guru,['Charlie Tian'],2017,9781119362364
114,,,,,Skymeadow,['Charlie Hart'],2019,9781472128775
115,,,,,No Fear Gardening,['Charlie Hart'],2020,9781472132406
116,,,,,Wildlife Gardening,['Charlie Ryrie'],2004,9781870673495
117,,,,,The Lost Book of the Grail,['Charlie Lovett'],2018,9780399562532
118,,,,,EYE LOVE YOU,['Charlie Toth'],2019,9781525535079
119,,,,,Screwed Up English,['Charlie Croker'],2008,9781598695120
120,,,,,African American Language,"['Mary Kohn', 'Walt Wolfram', 'Charlie Farrington', 'Jennifer Renn', 'Janneke Van Hofwegen']",2020,9781108876742
121,,,,,The Smart Guide to Teaching English in Japan,"['Martin Bragalone', 'Charlie Moritz']",2017,9781549607790
122,,,,,Young Bond By Royal Command,['Charlie Higson'],2012,9780141343600
123,,,,,Writing the 9/11 Decade,['Charlie Lee-Potter'],2016,9781501313219
124,,,,,Stoneheart 2,['Charlie Fletcher'],2011,9781444908558
125,,,,,Wahn und Wunder,['Charlie English'],2023,9783841232328
126,,,,,Peaks on the Horizon,['Charlie Carroll'],2015,9781619025172
127,,,,,Feral Ornamentals,['Charlie Green'],2021,9781646624720
128,,,,,Walt and Winnie's Wondrous Words L1 Us,"['Charlie Chaleco', 'David Andrew Harvey']",2017,9781542955454
129,,,,,Tim Keefe,['Charlie Bevis'],2015,9780786496655
130,,,,,Medicine in Colonial America,['Charlie Samuel'],2002,9780823965984
131,,,,,A Comedian Sees the World,['Charlie Chaplin'],2014,9780826273338
132,,,,,Lifelines: a Commonplace Book,['Charlie Cherry'],2016,9781537265940
133,,,,,The New England League,['Charlie Bevis'],2007,9780786431595
134,,,,,Red Sox vs. Braves in Boston,['Charlie Bevis'],2017,9781476629643
135,,,,,The Bookman's Tale,['Charlie Lovett'],2013,9781101622803
136,,,,,Publishing for Success,['Charlie C. Chen'],2011,9789866264313
137,,,,,Cooking with Patrick Clark,"['Patrick Clark', 'Charlie Trotter']",1999,9781580080736
138,,,,,Baseball Under the Lights,['Charlie Bevis'],2021,9781476642321
139,,,,,Mascupathy,"['Charlie Donaldson', 'Randy Flood']",2014,9780615898919
140,,,,,Landscape,['Charlie Waite'],2005,9781843401896
141,,,,,The Channel,['CHARLIE. CONNELLY'],2021,9781474607926
142,,,,,I'm Just Charlie,['Charlie Ward'],2020,9781838307417
143,,,,,The Rise of Industry (1700 – 1800),['Charlie Samuels'],2010,9781433941450
144,,,,,Lost in Translation,['Charlie Croker'],2012,9788771220483
145,,,,,Identity,['Charlie Mansfield '],2020,9781838096410
146,,,,,Bad Decisions Make Good Stories,['Charlie McOuat'],2018,9781532047664
147,,,,,The Art of Plain Speaking,['Charlie Corbett'],2018,9781351257268
148,,,,,The Changing Regional Agenda,"['Charlie Jeffrey', 'Adrian Reilly']",2003,9781840493528
149,,,,,The Lost Book of the Grail,['Charles C. Lovett'],2017,9780399562518
150,,,,,Timbuktu'nun elyazmaları,['Charlie English'],2018,9786052116760
151,,,,,Revolutions in Science (1500 – 1700),['Charlie Samuels'],2010,9781433941436
152,,,,,Charlie Chaplin,['Charlie Chaplin'],2005,9781578067022
153,,,,,Jacob's Ladder,['Charlie Pike'],2019,9781788491129
154,,,,,I ladri di libri di Timbuctu,['Charlie English'],2017,9788852080418
155,,,,,The Lion's Country,['Charlie W. Starr'],2022,9781606354537
156,,,,,The Age of the Atom (1900 – 1946),['Charlie Samuels'],2010,9781433949135
157,,,,,Doctor Who: Thirteen Doctors 13 Stories,['Naomi Alderman'],2019,9780241356180
158,,,,,Lifelines: a Commonplace Book,['Charlie Cherry'],2020,9781543992946
159,,,,,The Heart of Light,['Charlie W. Starr'],2014,9780692261637
160,,,,,Scriptwriting for the Screen,['Charlie Moritz'],2013,9781317796787
161,,,,,Light,['W. Starr Charlie'],2012,9781936294213
162,,,,,Make Your Move,"['Alfred Galustian', 'Charlie Cooke']",2005,9781461748816
163,,,,,Understanding Legislation,"['David Lowe', 'Charlie Potter']",2018,9781782254324
164,,,,,Stoneheart,['Charlie Fletcher'],2011,9781444908541
165,,,,,Red Flags,['Charlie Ball'],2015,9781517131029
166,,,,,On the No Road Way to Tomorrow,"['Sen Li', 'Huichun Liang', 'Xiaoying Long']",2009,9780981989839
167,,,,,Kukarli the Lizard,"['Charlie Stream', 'Linda Deveer']",1994,9781875946723
168,,,,,Zambezi Bound,['Steve Charlie FitzGerald'],2020,9781640826267
169,,,,,A Wounded Deer Leaps Highest,['Charlie Stephens'],2024,9781948814980
170,,,,,Far Rockaway,['Charlie Fletcher'],2011,9781444906486
171,,,,,Better Days Ahead,['Charlie Valentine'],2006,9780977218707
172,,,,,The Homebrewer's Companion,['Charlie Papazian'],2010,9780062018502
173,,,,,Doctor Who: 12 Doctors 12 Stories,"['Malorie Blackman', 'Holly Black', 'Neil Gaiman', 'Derek Landy', 'Charlie Higson', 'Alex Scarrow', 'Richelle Mead', 'Patrick Ness', 'Philip Reeve', 'Marcus Sedgwick', 'Michael Scott', 'Eoin Colfer']",2015,9781405924122
174,,,,,Doubleheaders,['Charlie Bevis'],2010,9780786442140
175,,,,,The Rebel,['Kendall Ryan'],2021,9781952036040
176,,,,,Crossing the Line,['Kendall Ryan'],2020,9781733672955
177,,,,,The Rival,['Kendall Ryan'],2021,9781952036057
178,,,,,Unravel Me,['Kendall Ryan'],2012,9781301090969
179,,,,,When I Break complete boxed set,['Kendall Ryan'],2014,9781311409935
180,,,,,Hitched,['Kendall Ryan'],2016,9780996149594
181,,,,,Leap of Faith,"['Gordon Cooper', 'Bruce Henderson']",2018,9781504054232
182,,,,,Trace Evidence,['Bruce B. Henderson'],2013,9780989467513
183,,,,,Learning to Perform,"['Carol Simpson Stern', 'Bruce Henderson']",2010,9780810126671
184,,,,,Down to the Sea,['Bruce Henderson'],2009,9780061866531
185,,,,,"True North: Peary, Cook, and the Race to the Pole",['Bruce Henderson'],2006,9780393327380
186,,,,,Fatal North,['Bruce Henderson'],2018,9780795352133
187,,,,,Fatal North,['Bruce Henderson'],2014,9780989467544
188,,,,,TRACE EVIDENCE,['Bruce Henderson'],1998,9780684807089
189,,,,,Ghetto Cops,['Bruce Henderson'],2018,9780795352140
190,,,,,Bridge to the Sun,['Bruce Henderson'],2022,9780525655824
191,,,,,Queer Studies,['Bruce Henderson'],2019,9781939594341
192,,,,,Sons and Soldiers,['Bruce Henderson'],2017,9780062419118
193,,,,,Hero Found,['Bruce Henderson'],2011,9780061571374
194,,,,,Time Traveler,"['Ronald L. Mallett', 'Bruce Henderson']",2009,9780786732715
195,,,,,White Pages,['Bruce Henderson'],2016,9781945663086
196,,,,,Rescue at Los Baños,['Bruce Henderson'],2015,9780062325082
197,,,,,The Time Traveller,"['Bruce Henderson', 'Ronald L Mallett']",2009,9781407040370
198,,,,,A New Key to the Bible,['Bruce Henderson'],2018,9780877853084
199,,,,,Fatal North,['Bruce Henderson'],2001,9780451204134
200,,,,,Thinking Globally,['Bruce Henderson'],2017,9780998380995
201,,,,,The Ritchie Boys,['Bruce Henderson'],2018,9780008180508
202,,,,,Pimp to Preacher,"['Bruce Henderson, Jr.']",2013,9781484029374
203,,,,,Trace Evidence,['Bruce Henderson'],1999,9780451408785
204,,,,,Spy Dust,"['Antonio Mendez', 'Jonna Mendez', 'Bruce Henderson']",2003,9780743428538
205,,,,,The Battle of the Cauldron,['Bruce Henderson'],2011,9781463750220
206,,,,,Window to Eternity,['Bruce Henderson'],2010,9780877851608
207,,,,,Ghetto Cops,['Bruce Henderson'],2014,9780989467551
208,,,,,Why Does God Let it Happen?,['Bruce Henderson'],2010,9780877853329
209,,,,,The Ritchie Boys,['Bruce Henderson'],2017,9780008180478
210,,,,,Québec Strays,"['Bruce Henderson', ""Société de l'histoire des familles du Québec""]",2008,9781897378144
211,,,,,Spy Dust,"['Antonio J. Mendez', 'Bruce B. Henderson']",2005,9780756796129
212,,,,,Lucky King,['Bruce Griffin Henderson'],2021,9781098334819
213,,,,,Lean Transformation,"['Bruce A. Henderson', 'Jorge L. Larco']",1999,9781511657037
214,,,,,Teaching at the People's University,['Bruce B. Henderson'],2006,9781933371108
215,,,,,Crypto-Critters Vol. 1,['B. R. U. C. E. GEHWEILER'],2006,9781890096335
216,,,,,Challenging the Conventional Wisdom about Residential Care for Children and Youth,['BRUCE. B. HENDERSON'],2023,9781032564739
217,,,,,And the Sea Will Tell,"['Vincent Bugliosi', 'Bruce Henderson']",1992,9780804109178
218,,,,,Hoofbeats of the Devil,"['George L. Duncan', 'Bruce D. Henderson']",2010,9781602901179
219,,,,,And the Sea Will Tell,"['Vincent Bugliosi', 'Bruce B. Henderson']",1991,9780393029192
220,,,,,Yellowface,['Rebecca F Kuang'],2024,9780008532819
221,,,,,The Dragon Republic,['R.F. Kuang'],2020,9780008455200
222,,,,,The Poppy War,['Rebecca Kuang'],2018,9780008239817
223,,,,,"Babel, Or, The Necessity of Violence",['Rebecca F. Kuang'],2022,9780063294189
224,,,,,Babel,['Rebecca F. Kuang'],2023,9788379648771
225,,,,,Yellowface,['Rebecca F. Kuang'],2024,9783751755634
226,,,,,Poncy bg,['Rebecca F. Kuang'],2021,9788379646487
227,,,,,Babel,['Rebecca F. Kuang'],2023,9783751748384
228,,,,,Fog Island,['Mariette Lindstein'],2018,9780008245344
229,,,,,"The Cult of Fog Island (the Cult of Fog Island Trilogy, Book 1)",['Mariette Lindstein'],2018,9780008245351
230,,,,,"Shadow of Fog Island (Fog Island Trilogy, Book 2)",['Mariette Lindstein'],2021,9780008245405
231,,,,,"Shadow of Fog Island (Fog Island Trilogy, Book 2)",['Mariette Lindstein'],2021,9780008245382
232,,,,,"Fog Island: A terrifying thriller set in a modern-day cult (Fog Island Trilogy, Book 1)",['Mariette Lindstein'],2019,9780008245368
233,,,,,"Fog Island (Fog Island Trilogy, Book 1)",['Mariette Lindstein'],2019,9780008353339
234,,,,,The Children of the Cult,['Mariette Lindstein'],2023,9780008245436
235,,,,,Die Sekte - Deine Welt steht in Flammen,['Mariette Lindstein'],2021,9783641271008
236,,,,,Die Sekte - Es gibt kein Entkommen,['Mariette Lindstein'],2019,9783641214609
237,,,,,Die Sekte - Dein Feind ist dir ganz nah,['Mariette Lindstein'],2022,9783641284855
238,,,,,Who Fears Death,['Nnedi Okorafor'],2020,9780756417109
239,,,,,Remote Control,['Nnedi Okorafor'],2021,9781250772800
240,,,,,Binti,['Nnedi Okorafor'],2015,9780765385253
241,,,,,Broken Places & Outer Spaces,['Nnedi Okorafor'],2019,9781501195471
242,,,,,Lagoon,['Nnedi Okorafor'],2016,9781481440882
243,,,,,Noor,['Nnedi Okorafor'],2022,9780756418304
244,,,,,Akata Witch,['Nnedi Okorafor'],2017,9780142420911
245,,,,,Ikenga,['Nnedi Okorafor'],2021,9780593113530
246,,,,,LaGuardia,['Nnedi Okorafor'],2019,9781506710778
247,,,,,The Book of Phoenix,['Nnedi Okorafor'],2017,9780756410797
248,,,,,Kabu Kabu,"['Nnedi Okorafor', 'Alan Dean Foster']",2013,9781607014058
249,,,,,The Scenic Route,['Nnedi Okorafor'],2021,9780593528587
250,,,,,After the Rain,['Nnedi Okorafor'],2021,9781683358343
251,,,,,Binti: Home,['Nnedi Okorafor'],2017,9780765393104
252,,,,,Binti: The Complete Trilogy,['Nnedi Okorafor'],2020,9780756416935
253,,,,,Akata Warrior,['Nnedi Okorafor'],2018,9780142425855
254,,,,,Akata Woman,['Nnedi Okorafor'],2022,9780451480606
255,,,,,Chicken in the Kitchen,['Nnedi Okorafor'],2020,9781913747558
256,,,,,Binti: The Night Masquerade,['Nnedi Okorafor'],2018,9780765393128
257,,,,,"Hello, Moto",['Nnedi Okorafor'],2011,9781466803039
258,,,,,Killers of the King,['Charles Spencer'],2015,9781620409121
259,,,,,"Edisto Island, 1663 to 1860",['Charles Sackett Spencer'],2008,9781596291843
260,,,,,To Catch A King: Charles II's Great Escape,['Charles Spencer'],2017,9780008153656
261,,,,,"The White Ship: Conquest, Anarchy and the Wrecking of Henry I’s Dream",['Charles Spencer'],2020,9780008296827
262,,,,,"Edisto Island, 1663 to 1860",['Charles Spencer'],2008,9781625844569
263,,,,,"Edisto Island, 1861 to 2006",['Charles Spencer'],2008,9781625844576
264,,,,,The Spencers,['Earl Charles Spencer Spencer'],1999,9780312266493
265,,,,,Under the Influence,['Charles Spencer'],2015,9781447292647
266,,,,,The White Ship,['Charles Spencer'],2020,9780008296803
267,,,,,Period,['Emma Barnett'],2021,9780008471644
268,,,,,Ulcerative Colitis,"[""Mortimer O'Connor""]",2011,9789533077390
269,,,,,Thornycroft Hall,['Emma Jane Worboise'],2008,9781409913047
270,,,,,2000 AD Regened Volume 4,"['RAMZEE', 'Liam Johnson', 'Gordon Rennie', 'Emma Beeby', 'Karl Stock', 'David Barnett', 'David Baillie', 'James Peaty', 'Colin Harvey', 'Honor Vincent']",2022,9781786185877
271,,,,,2019 State of Environment,"['Manawatu-Wanganui (N.Z.). Horizons Regional Council', 'Harold Barnett', 'Stacey Binsted', 'Erin Bocker', 'S. Boyte', 'S. Collins', 'E. Daly', 'M. Gemmell', 'C. Hesselin', 'I. Hurst', 'J. Kamke', 'Abby Matthews', 'Raelene Mercer', 'Jon Roygard', 'Michael Patterson', 'E. Prouse', 'J. Robb', 'Malcolm Todd']",2019,9781988537115
272,,,,,TALES OF BARNETT FREEDMAN.,['EMMA. MASON'],2020,9780995503748
273,,,,,Sexual Behaviours and Relationships of Autistics,"['Matthew Bennett', 'Emma Goodall']",2021,9783030655990
274,,,,,Suffrage Stories,['Rosamond Allwood'],2019,9780948754142
275,,,,,Sophie,['Emma Pearse'],2012,9780738214672
276,,,,,Late Iron Age Calleva,"['Michael Fulford', 'Amanda Clarke', 'Emma Durham', 'Nicholas Pankhurst']",2018,9780907764458
277,,,,,Australian Fabians Young Writers Competition for the Race Mathews Award,['Michael Andrew Janda'],2007,9780909953324
278,,,,,Affective Communities in World Politics,['Emma Hutchison'],2016,9781107095014
279,,,,,Great War on the Small Screen,['Emma Hanna'],2009,9780748633906
280,,,,,Postdramatic Tragedies,['Emma Cole'],2019,9780192549853
281,,,,,Creative research communication,"['Clare Wilkinson', 'Emma Weitkamp']",2016,9781784997823
282,,,,,The European Union and Conflict Prevention,['Emma J. Stewart'],2006,9783825891145
283,,,,,As Green as Grass,['Emma Smith'],2013,9781408835623
284,,,,,"Women, travel and identity",['Emma Robinson-Tomsett'],2016,9781526112460
285,,,,,You Can Trust Me,['Emma Rowley'],2020,9780786047703
286,,,,,Generational Diversity at Work,['Emma Parry'],2017,9781351224178
287,,,,,Bromley's Family Law,"['Nigel Lowe', 'Gillian Douglas', 'Emma Hitchings', 'Rachel Taylor']",2021,9780198806691
288,,,,,The Principles of Land Law,"['Emma Lees', 'Emma (Lecturer in Environmental and Property Law Lees, Lecturer in Environmental and Property Law University of Cambridge)']",2020,9780198810995
289,,,,,Come to Dust,['Emma Lathen'],2018,9781614964520
290,,,,,November Road,['Lou Berney'],2018,9780008309367
291,,,,,Dark Ride,['Lou Berney'],2023,9780062663863
292,,,,,Whiplash River,['Lou Berney'],2012,9780062115294
293,,,,,The Long and Faraway Gone,['Lou Berney'],2015,9780062292445
294,,,,,Gutshot Straight,['Lou Berney'],2010,9780061963469
295,,,,,Gutshot Straight with Bonus Excerpt,['Lou Berney'],2012,9780062213228
296,,,,,Double Barrel Bluff,['Lou Berney'],2017,9780062292490
297,,,,,Destination Dallas,['Lou Berney'],2019,9783959672702
298,,,,,Destination Dallas,['Lou Berney'],2019,9783959678247
299,,,,,Seuls les vivants,['Lou Berney'],2021,9791033911494
300,,,,,A Short History of Falling: Everything I Observed About Love Whilst Dying,['Joe Hammond'],2019,9780008339920
301,,,,,A Short History of Falling,['Joe Hammond'],2021,9780008339944
302,,,,,Where the Mangrove Grows,['Joe Hammond'],2017,9781408184929
303,,,,,It Wasn't Meant to be Easy,['Joe Hammond'],1983,9780959059403
304,,,,,The Venture Adventure,"['Daryl Bernstein', 'Joe Hammond']",1996,9781885223098
305,,,,,Verse Or Worse! - and Other Poems,['Joe Hammond'],1982,9780959059410
306,,,,,Super Science Lab,['Richard Hammond'],2009,9780756653415
307,,,,,Plexers,"['Dave Hammond', 'David Hammond', 'Joe Scales', 'Thomas Lester']",1983,9780866511100
308,,,,,Richard Hammond's Blast Lab,"[""Joe Harris (Children's book writer and editor)"", 'Richard Hammond']",2011,9781405366588
309,,,,,27304 Plexers Social Studies,"['David Hammond', 'Tom Lester', 'Joe Scales']",1999,9780769001272
310,,,,,27305 Plexers Science,"['David Hammond', 'Tom Lester', 'Joe Scales']",1999,9780769001289
311,,,,,Upper Alabama,['Ralph Hammond'],1993,9780962796012
312,,,,,More Plexers,"['David Hammond', 'Tom Lester', 'Joe Scales']",1983,9780866511117
313,,,,,Arithmetic Plexers,"['David Hammond', 'Tom Lester', 'Joe Scales']",1999,9780769001265
314,,,,,Girl,['Kenya Hunt'],2020,9780008371975
315,,,,,Girl Gurl Grrrl,['Kenya Hunt'],2020,9780062987655
316,,,,,GIRL,['Kenya Hunt'],2021,9780008372019
317,,,,,GIRL: Essays on Black womanhood,['Kenya Hunt'],2020,9780008371999
318,,,,,The Great Sacrifice,['Kenya Gaede'],2011,9781616638818
319,,,,,My Magical Cottagecore Life,['Kenya T Coviak'],2023,9798375009643
320,,,,,Cupid,"['Jade Eby', 'Kenya Wright']",2015,9781508518143
321,,,,,One for Sorrow,['Helen Fields'],2022,9780008379346
322,,,,,"Perfect Kill (A DI Callanach Thriller, Book 6)",['Helen Fields'],2020,9780008275266
323,,,,,The Shadow Man,['Helen Fields'],2021,9780008379315
324,,,,,Perfect Prey,['Helen Fields'],2017,9780008181581
325,,,,,"Perfect Death (A DI Callanach Thriller, Book 3)",['Helen Fields'],2018,9780008181628
326,,,,,"Perfect Crime (A DI Callanach Thriller, Book 5)",['Helen Fields'],2019,9780008275228
327,,,,,"Perfect Silence (A DI Callanach Thriller, Book 4)",['Helen Fields'],2018,9780008275181
